ID;Namespace;TypeName;MemberName;SupportedPlatforms
F:System.AttributeTargets.Class;System;AttributeTargets;Class;14135
F:System.AttributeTargets.Parameter;System;AttributeTargets;Parameter;14135
F:System.AttributeTargets.ReturnValue;System;AttributeTargets;ReturnValue;14135
F:System.AttributeTargets.Enum;System;AttributeTargets;Enum;14135
F:System.AttributeTargets.Constructor;System;AttributeTargets;Constructor;14135
F:System.AttributeTargets.All;System;AttributeTargets;All;14135
F:System.AttributeTargets.Delegate;System;AttributeTargets;Delegate;14135
F:System.AttributeTargets.Field;System;AttributeTargets;Field;14135
F:System.AttributeTargets.Property;System;AttributeTargets;Property;14135
F:System.AttributeTargets.Assembly;System;AttributeTargets;Assembly;14135
F:System.AttributeTargets.Module;System;AttributeTargets;Module;14135
T:System.AttributeUsageAttribute;System;AttributeUsageAttribute;;14135
P:System.AttributeUsageAttribute.ValidOn;System;AttributeUsageAttribute;ValidOn;14135
M:System.AttributeUsageAttribute.get_AllowMultiple;System;AttributeUsageAttribute;get_AllowMultiple;14135
M:System.AttributeUsageAttribute.#ctor(System.AttributeTargets);System;AttributeUsageAttribute;.ctor;14135
P:System.AttributeUsageAttribute.AllowMultiple;System;AttributeUsageAttribute;AllowMultiple;14135
M:System.AttributeUsageAttribute.set_AllowMultiple(System.Boolean);System;AttributeUsageAttribute;set_AllowMultiple;14135
M:System.AttributeUsageAttribute.get_Inherited;System;AttributeUsageAttribute;get_Inherited;14135
M:System.AttributeUsageAttribute.get_ValidOn;System;AttributeUsageAttribute;get_ValidOn;14135
P:System.AttributeUsageAttribute.Inherited;System;AttributeUsageAttribute;Inherited;14135
M:System.AttributeUsageAttribute.set_Inherited(System.Boolean);System;AttributeUsageAttribute;set_Inherited;14135
T:System.BadImageFormatException;System;BadImageFormatException;;14135
M:System.BadImageFormatException.#ctor(System.String,System.Exception);System;BadImageFormatException;.ctor;14135
M:System.BadImageFormatException.#ctor(System.String);System;BadImageFormatException;.ctor;14135
M:System.BadImageFormatException.#ctor;System;BadImageFormatException;.ctor;14135
M:System.BadImageFormatException.ToString;System;BadImageFormatException;ToString;14135
P:System.BadImageFormatException.Message;System;BadImageFormatException;Message;14135
M:System.BadImageFormatException.get_Message;System;BadImageFormatException;get_Message;14135
T:System.BitConverter;System;BitConverter;;14135
M:System.BitConverter.GetBytes(System.Char);System;BitConverter;GetBytes;14135
M:System.BitConverter.ToString(System.Byte[],System.Int32);System;BitConverter;ToString;14135
M:System.BitConverter.ToUInt16(System.Byte[],System.Int32);System;BitConverter;ToUInt16;14135
M:System.BitConverter.ToBoolean(System.Byte[],System.Int32);System;BitConverter;ToBoolean;14135
M:System.BitConverter.ToDouble(System.Byte[],System.Int32);System;BitConverter;ToDouble;14135
M:System.BitConverter.GetBytes(System.Int16);System;BitConverter;GetBytes;14135
M:System.BitConverter.ToSingle(System.Byte[],System.Int32);System;BitConverter;ToSingle;14135
F:System.BitConverter.IsLittleEndian;System;BitConverter;IsLittleEndian;14135
M:System.BitConverter.ToUInt64(System.Byte[],System.Int32);System;BitConverter;ToUInt64;14135
M:System.BitConverter.GetBytes(System.Single);System;BitConverter;GetBytes;14135
M:System.BitConverter.GetBytes(System.UInt32);System;BitConverter;GetBytes;14135
M:System.BitConverter.ToInt16(System.Byte[],System.Int32);System;BitConverter;ToInt16;14135
M:System.BitConverter.ToString(System.Byte[],System.Int32,System.Int32);System;BitConverter;ToString;14135
M:System.BitConverter.ToChar(System.Byte[],System.Int32);System;BitConverter;ToChar;14135
M:System.BitConverter.GetBytes(System.Boolean);System;BitConverter;GetBytes;14135
M:System.BitConverter.GetBytes(System.Double);System;BitConverter;GetBytes;14135
M:System.BitConverter.ToString(System.Byte[]);System;BitConverter;ToString;14135
M:System.BitConverter.ToUInt32(System.Byte[],System.Int32);System;BitConverter;ToUInt32;14135
M:System.BitConverter.GetBytes(System.Int32);System;BitConverter;GetBytes;14135
M:System.BitConverter.ToInt64(System.Byte[],System.Int32);System;BitConverter;ToInt64;14135
M:System.BitConverter.GetBytes(System.Int64);System;BitConverter;GetBytes;14135
M:System.BitConverter.ToInt32(System.Byte[],System.Int32);System;BitConverter;ToInt32;14135
M:System.BitConverter.GetBytes(System.UInt16);System;BitConverter;GetBytes;14135
M:System.BitConverter.GetBytes(System.UInt64);System;BitConverter;GetBytes;14135
T:System.Boolean;System;Boolean;;14135
M:System.Boolean.TryParse(System.String,System.Boolean@);System;Boolean;TryParse;14135
M:System.Boolean.Equals(System.Object);System;Boolean;Equals;14135
M:System.Boolean.ToString;System;Boolean;ToString;14135
M:System.Boolean.GetHashCode;System;Boolean;GetHashCode;14135
F:System.Boolean.FalseString;System;Boolean;FalseString;14135
M:System.Boolean.System#IComparable#CompareTo(System.Object);System;Boolean;System.IComparable.CompareTo;14135
M:System.Boolean.Parse(System.String);System;Boolean;Parse;14135
M:System.Boolean.CompareTo(System.Boolean);System;Boolean;CompareTo;14135
F:System.Boolean.TrueString;System;Boolean;TrueString;14135
M:System.Boolean.Equals(System.Boolean);System;Boolean;Equals;14135
T:System.Buffer;System;Buffer;;14135
M:System.Buffer.BlockCopy(System.Array,System.Int32,System.Array,System.Int32,System.Int32);System;Buffer;BlockCopy;14135
M:System.Buffer.ByteLength(System.Array);System;Buffer;ByteLength;14135
M:System.Buffer.SetByte(System.Array,System.Int32,System.Byte);System;Buffer;SetByte;14135
M:System.Buffer.GetByte(System.Array,System.Int32);System;Buffer;GetByte;14135
T:System.Byte;System;Byte;;14135
M:System.Byte.Parse(System.String,System.Globalization.NumberStyles);System;Byte;Parse;14135
F:System.Byte.MinValue;System;Byte;MinValue;14135
F:System.Byte.MaxValue;System;Byte;MaxValue;14135
M:System.Byte.System#IComparable#CompareTo(System.Object);System;Byte;System.IComparable.CompareTo;14135
M:System.Byte.TryParse(System.String,System.Globalization.NumberStyles,System.IFormatProvider,System.Byte@);System;Byte;TryParse;14135
M:System.Byte.Parse(System.String,System.IFormatProvider);System;Byte;Parse;14135
M:System.Byte.GetHashCode;System;Byte;GetHashCode;14135
M:System.Byte.ToString(System.String,System.IFormatProvider);System;Byte;ToString;14135
M:System.Byte.TryParse(System.String,System.Byte@);System;Byte;TryParse;14135
M:System.Byte.Parse(System.String);System;Byte;Parse;14135
M:System.Byte.CompareTo(System.Byte);System;Byte;CompareTo;14135
M:System.Byte.Parse(System.String,System.Globalization.NumberStyles,System.IFormatProvider);System;Byte;Parse;14135
M:System.Byte.ToString(System.IFormatProvider);System;Byte;ToString;14135
M:System.Byte.Equals(System.Byte);System;Byte;Equals;14135
M:System.Byte.ToString;System;Byte;ToString;14135
M:System.Byte.ToString(System.String);System;Byte;ToString;14135
M:System.Byte.Equals(System.Object);System;Byte;Equals;14135
T:System.Char;System;Char;;14135
M:System.Char.ToUpperInvariant(System.Char);System;Char;ToUpperInvariant;14135
M:System.Char.IsLetterOrDigit(System.Char);System;Char;IsLetterOrDigit;14135
M:System.Char.ToLowerInvariant(System.Char);System;Char;ToLowerInvariant;14135
M:System.Char.IsDigit(System.Char);System;Char;IsDigit;14135
M:System.Char.IsWhiteSpace(System.String,System.Int32);System;Char;IsWhiteSpace;14135
M:System.Char.IsSymbol(System.Char);System;Char;IsSymbol;14135
M:System.Char.ToLower(System.Char);System;Char;ToLower;14135
M:System.Char.IsSymbol(System.String,System.Int32);System;Char;IsSymbol;14135
M:System.Char.TryParse(System.String,System.Char@);System;Char;TryParse;14135
M:System.Char.GetNumericValue(System.Char);System;Char;GetNumericValue;14135
M:System.Char.Equals(System.Object);System;Char;Equals;14135
M:System.Char.IsLower(System.Char);System;Char;IsLower;14135
M:System.Char.IsPunctuation(System.String,System.Int32);System;Char;IsPunctuation;14135
M:System.Char.IsSeparator(System.Char);System;Char;IsSeparator;14135
M:System.Char.IsDigit(System.String,System.Int32);System;Char;IsDigit;14135
M:System.Char.IsLetter(System.Char);System;Char;IsLetter;14135
M:System.Char.IsLetterOrDigit(System.String,System.Int32);System;Char;IsLetterOrDigit;14135
M:System.Char.GetNumericValue(System.String,System.Int32);System;Char;GetNumericValue;14135
M:System.Char.IsUpper(System.String,System.Int32);System;Char;IsUpper;14135
M:System.Char.IsControl(System.String,System.Int32);System;Char;IsControl;14135
M:System.Char.IsLower(System.String,System.Int32);System;Char;IsLower;14135
M:System.Char.IsSurrogatePair(System.String,System.Int32);System;Char;IsSurrogatePair;14135
M:System.Char.IsControl(System.Char);System;Char;IsControl;14135
M:System.Char.IsPunctuation(System.Char);System;Char;IsPunctuation;14135
M:System.Char.IsSurrogate(System.Char);System;Char;IsSurrogate;14135
M:System.Char.ToUpper(System.Char);System;Char;ToUpper;14135
M:System.Char.ToUpper(System.Char,System.Globalization.CultureInfo);System;Char;ToUpper;14135
M:System.Char.IsUpper(System.Char);System;Char;IsUpper;14135
M:System.Char.Equals(System.Char);System;Char;Equals;14135
M:System.Char.IsNumber(System.Char);System;Char;IsNumber;14135
M:System.Char.IsNumber(System.String,System.Int32);System;Char;IsNumber;14135
M:System.Char.ToLower(System.Char,System.Globalization.CultureInfo);System;Char;ToLower;14135
M:System.Char.IsSeparator(System.String,System.Int32);System;Char;IsSeparator;14135
F:System.Char.MaxValue;System;Char;MaxValue;14135
F:System.Char.MinValue;System;Char;MinValue;14135
M:System.Char.ToString;System;Char;ToString;14135
M:System.Char.GetHashCode;System;Char;GetHashCode;14135
M:System.Char.CompareTo(System.Char);System;Char;CompareTo;14135
M:System.Char.ToString(System.Char);System;Char;ToString;14135
M:System.Char.IsWhiteSpace(System.Char);System;Char;IsWhiteSpace;14135
M:System.Char.IsSurrogate(System.String,System.Int32);System;Char;IsSurrogate;14135
M:System.Char.IsSurrogatePair(System.Char,System.Char);System;Char;IsSurrogatePair;14135
M:System.Char.System#IComparable#CompareTo(System.Object);System;Char;System.IComparable.CompareTo;14135
M:System.Char.IsLetter(System.String,System.Int32);System;Char;IsLetter;14135
T:System.CLSCompliantAttribute;System;CLSCompliantAttribute;;14135
M:System.CLSCompliantAttribute.#ctor(System.Boolean);System;CLSCompliantAttribute;.ctor;14135
M:System.CLSCompliantAttribute.get_IsCompliant;System;CLSCompliantAttribute;get_IsCompliant;14135
P:System.CLSCompliantAttribute.IsCompliant;System;CLSCompliantAttribute;IsCompliant;14135
T:System.Comparison`1;System;Comparison;;14135
M:System.Comparison`1.#ctor(System.Object,System.IntPtr);System;Comparison<T>;.ctor;14135
M:System.Comparison`1.EndInvoke(System.IAsyncResult);System;Comparison<T>;EndInvoke;14135
M:System.Comparison`1.Invoke(`0,`0);System;Comparison<T>;Invoke;14135
M:System.Comparison`1.BeginInvoke(`0,`0,System.AsyncCallback,System.Object);System;Comparison<T>;BeginInvoke;14135
T:System.Convert;System;Convert;;14135
M:System.Convert.ToDateTime(System.Object);System;Convert;ToDateTime;14135
M:System.Convert.ToInt32(System.UInt64);System;Convert;ToInt32;14135
M:System.Convert.ToInt64(System.String,System.IFormatProvider);System;Convert;ToInt64;14135
M:System.Convert.ToString(System.Int16,System.Int32);System;Convert;ToString;14135
M:System.Convert.ToInt64(System.Int16);System;Convert;ToInt64;14135
M:System.Convert.ToInt64(System.String,System.Int32);System;Convert;ToInt64;14135
M:System.Convert.ToInt64(System.Int32);System;Convert;ToInt64;14135
M:System.Convert.ToChar(System.Int32);System;Convert;ToChar;14135
M:System.Convert.ToInt16(System.UInt32);System;Convert;ToInt16;14135
M:System.Convert.ToSByte(System.Single);System;Convert;ToSByte;14135
M:System.Convert.ToString(System.Decimal);System;Convert;ToString;14135
M:System.Convert.ToDouble(System.Single);System;Convert;ToDouble;14135
M:System.Convert.ToByte(System.Object);System;Convert;ToByte;14135
M:System.Convert.ToInt32(System.UInt16);System;Convert;ToInt32;14135
M:System.Convert.ToInt16(System.Boolean);System;Convert;ToInt16;14135
M:System.Convert.ToBoolean(System.UInt64);System;Convert;ToBoolean;14135
M:System.Convert.ToSingle(System.Object);System;Convert;ToSingle;14135
M:System.Convert.ToUInt64(System.UInt32);System;Convert;ToUInt64;14135
M:System.Convert.ToString(System.UInt64);System;Convert;ToString;14135
M:System.Convert.ToByte(System.Int32);System;Convert;ToByte;14135
M:System.Convert.ToDouble(System.Object);System;Convert;ToDouble;14135
M:System.Convert.ToInt16(System.Char);System;Convert;ToInt16;14135
M:System.Convert.ToDateTime(System.String);System;Convert;ToDateTime;14135
M:System.Convert.ToString(System.Single,System.IFormatProvider);System;Convert;ToString;14135
M:System.Convert.ToSingle(System.UInt16);System;Convert;ToSingle;14135
M:System.Convert.ToByte(System.Double);System;Convert;ToByte;14135
M:System.Convert.ToUInt64(System.SByte);System;Convert;ToUInt64;14135
M:System.Convert.ToInt16(System.Double);System;Convert;ToInt16;14135
M:System.Convert.ToString(System.Int64);System;Convert;ToString;14135
M:System.Convert.ToDecimal(System.Boolean);System;Convert;ToDecimal;14135
M:System.Convert.ToUInt64(System.Object,System.IFormatProvider);System;Convert;ToUInt64;14135
M:System.Convert.ToDecimal(System.Decimal);System;Convert;ToDecimal;14135
M:System.Convert.ToDouble(System.Object,System.IFormatProvider);System;Convert;ToDouble;14135
M:System.Convert.ToSByte(System.String,System.Int32);System;Convert;ToSByte;14135
M:System.Convert.ToInt32(System.SByte);System;Convert;ToInt32;14135
M:System.Convert.ToInt16(System.Int32);System;Convert;ToInt16;14135
M:System.Convert.ToUInt64(System.Int16);System;Convert;ToUInt64;14135
M:System.Convert.ToSByte(System.Double);System;Convert;ToSByte;14135
M:System.Convert.ToString(System.Char);System;Convert;ToString;14135
M:System.Convert.ToChar(System.String,System.IFormatProvider);System;Convert;ToChar;14135
M:System.Convert.ToInt16(System.Object);System;Convert;ToInt16;14135
M:System.Convert.ToUInt64(System.Double);System;Convert;ToUInt64;14135
M:System.Convert.ToBoolean(System.String,System.IFormatProvider);System;Convert;ToBoolean;14135
M:System.Convert.ToInt64(System.Double);System;Convert;ToInt64;14135
M:System.Convert.ToInt64(System.Char);System;Convert;ToInt64;14135
M:System.Convert.ToChar(System.Object);System;Convert;ToChar;14135
M:System.Convert.ToInt64(System.String);System;Convert;ToInt64;14135
M:System.Convert.ToUInt64(System.Decimal);System;Convert;ToUInt64;14135
M:System.Convert.ToInt64(System.Decimal);System;Convert;ToInt64;14135
M:System.Convert.ToByte(System.UInt64);System;Convert;ToByte;14135
M:System.Convert.ToUInt64(System.Byte);System;Convert;ToUInt64;14135
M:System.Convert.ToSByte(System.Int32);System;Convert;ToSByte;14135
M:System.Convert.ToDouble(System.String,System.IFormatProvider);System;Convert;ToDouble;14135
M:System.Convert.ToString(System.Object,System.IFormatProvider);System;Convert;ToString;14135
